2024-07-16 10:57:45.834550;8;H=69;T=35;Hs=67.40293;sp=20;sf=12;lost_time=0;rx_timestamp=2119563110; rssi=-93; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;76;H=78;T=27;Hs=58.99537;sp=20;sf=12;lost_time=1;rx_timestamp=1073585570; rssi=-91; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;77;H=59;T=34;Hs=56.71535;sp=2;sf=7;lost_time=0;rx_timestamp=1372535277; rssi=-105; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;78;H=59;T=34;Hs=56.71535;sp=2;sf=12;lost_time=0;rx_timestamp=1674894842; rssi=-105; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;79;H=59;T=34;Hs=56.71535;sp=20;sf=7;lost_time=0;rx_timestamp=1972782470; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;80;H=59;T=34;Hs=56.71535;sp=20;sf=12;lost_time=0;rx_timestamp=2275142530; rssi=-91; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;81;H=50;T=35;Hs=56.39472;sp=2;sf=7;lost_time=0;rx_timestamp=2574088367; rssi=-105; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;82;H=50;T=35;Hs=56.39472;sp=2;sf=12;lost_time=0;rx_timestamp=2876447779; rssi=-106; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;83;H=50;T=35;Hs=56.39472;sp=20;sf=7;lost_time=1;rx_timestamp=3174333229; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;84;H=50;T=35;Hs=56.39472;sp=20;sf=12;lost_time=0;rx_timestamp=3476689412; rssi=-92; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;85;H=52;T=33;Hs=56.2166;sp=2;sf=7;lost_time=0;rx_timestamp=3775636714; rssi=-105; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;86;H=52;T=33;Hs=56.2166;sp=2;sf=12;lost_time=0;rx_timestamp=4077994237; rssi=-106; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;87;H=52;T=33;Hs=56.2166;sp=20;sf=7;lost_time=0;rx_timestamp=80912283; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
